Hospital provider code and description†,,,,,,,Finished consultant episodes,Admissions,Male,Female,Gender Unknown,Emergency,Waiting list,Planned,Other Admission Method,Mean time waited,Median time waited,Mean length of stay,Median length of stay,Mean age,Age 0,Age 1-4,Age 5-9,Age 10-14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85-89,Age 90+,Day case,FCE bed days,Emergency,Elective,Other
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",,,,,,920,920,465,455,*,0,920,0,0,79,59,1.7,2,63,0,0,0,0,0,0,0,*,*,10,10,20,20,30,50,70,105,115,125,135,145,50,20,*,615,522,920,10,0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",,,,,,"1,660","1,660",645,"1,015",0,0,"1,660",0,0,58,43,2,2,55,0,0,0,0,0,0,0,*,*,60,70,95,125,135,130,135,165,195,160,155,155,60,10,0,975,"1,354","1,660",0,0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",,,,,,875,875,425,450,*,0,875,0,0,90,70,2.4,2,60,0,0,0,0,0,0,*,*,*,15,15,25,30,30,35,50,70,85,85,70,75,30,15,*,260,"1,478",875,15,0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",,,,,,"1,715","1,715",825,890,0,0,"1,715",0,0,79,58,1.4,1,60,0,0,0,0,0,0,0,*,*,40,50,45,65,60,105,115,220,225,245,225,185,90,35,*,820,"1,266","1,715",60,0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",,,,,,670,670,305,365,0,0,670,0,0,69,50,2,2,63,0,0,0,0,0,0,0,0,0,10,10,20,30,15,35,35,60,95,100,95,105,40,15,*,240,852,670,0,0
NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",,,,,,125,125,65,60,0,0,125,0,0,66,28,2.1,2,67,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,15,25,20,25,15,*,0,35,184,125,0,0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",,,,,,"1,475","1,475",565,905,*,0,"1,475",0,0,75,53,2.2,2,62,0,0,0,0,0,0,0,*,*,20,40,45,65,60,65,130,135,145,190,195,215,115,45,*,840,"1,373","1,475",25,0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",,,,,,"1,745","1,745",840,910,0,0,"1,745",0,0,45,18,1.7,2,63,0,0,0,0,0,0,0,*,*,10,25,35,50,55,80,165,215,255,255,230,205,125,40,*,800,"1,649","1,745",0,0
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",,,,,,595,595,365,235,0,0,595,0,0,58,21,1.5,1,68,0,0,0,0,0,0,0,*,0,0,*,*,*,10,15,20,55,65,130,125,125,35,10,0,330,397,595,10,0
NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",,,,,,385,385,175,215,0,0,385,0,0,45,31,1.5,1,55,0,0,*,*,0,0,0,*,*,15,20,20,25,25,25,55,35,40,30,30,35,25,*,*,275,172,385,0,0
NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",,,,,,525,525,250,280,0,0,525,0,0,105,92,2.2,2,62,0,0,0,0,0,0,0,*,*,*,*,15,15,30,25,45,55,65,75,75,75,30,10,*,180,772,525,15,0
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",,,,,,555,555,295,260,0,0,555,0,0,75,57,2.3,2,62,0,0,0,0,0,0,0,0,0,10,*,10,20,20,25,45,60,80,80,100,65,25,*,*,325,523,555,0,0
NT222,"NUFFIELD HEALTH, IPSWICH HOSPITAL",,,,,,*,*,*,0,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*,0,0,0
NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",,,,,,"2,355","2,355","1,170","1,185",*,0,"2,355",0,0,94,58,1.8,2,56,0,*,20,15,*,*,*,*,*,60,95,105,130,145,150,220,260,295,290,225,205,90,20,*,"1,505","1,536","2,355",0,0
NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",,,,,,820,820,375,445,0,0,820,0,0,54,42,1.3,1,62,0,0,0,0,0,0,0,*,*,15,25,20,25,10,25,45,90,130,135,125,100,35,20,*,230,756,820,0,0
NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",,,,,,765,765,395,360,*,0,765,0,0,127,121,1.5,1,61,0,0,0,0,0,0,0,0,0,15,25,20,15,30,30,55,95,110,115,90,100,30,10,0,145,903,765,20,0
NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",,,,,,"2,470","2,470","1,300","1,175",0,0,"2,470",0,0,77,63,1.7,2,62,0,0,0,0,0,0,0,*,*,25,40,55,65,110,105,225,300,395,385,325,280,115,50,*,"1,100","2,282","2,470",90,0
NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",,,,,,"2,040","2,040","1,045",970,25,0,"2,040",0,0,106,95,1.7,1,60,0,0,0,0,0,0,0,*,*,30,60,60,80,100,100,145,230,260,255,210,200,90,25,*,935,"1,886","2,040",65,0
NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",,,,,,"1,180","1,180",485,695,0,0,"1,180",0,0,78,63,1.8,2,72,0,0,0,0,0,0,0,0,*,*,*,10,10,10,25,30,75,85,120,180,260,240,100,25,940,420,"1,180",15,0
NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",,,,,,700,700,295,405,0,0,700,0,0,108,84,1.5,1,66,0,0,0,0,0,0,0,0,0,*,10,10,15,15,25,45,80,75,85,130,110,80,15,*,320,584,700,20,0
NT237,"NUFFIELD HEALTH, TEES HOSPITAL",,,,,,"4,340","4,340","1,980","2,360",0,0,"4,340",0,0,94,81,1.6,1,68,0,0,0,0,0,0,0,0,*,25,35,50,85,100,110,225,355,525,625,675,755,490,230,60,"2,895","2,252","4,340",40,0
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",,,,,,890,890,430,460,0,0,890,0,0,62,53,1.2,1,62,0,0,0,0,0,0,0,*,*,15,10,15,25,40,35,60,105,135,130,130,105,45,20,*,260,779,890,75,0
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",,,,,,305,305,185,120,0,0,305,0,0,69,51,1.5,1,51,0,*,25,*,0,*,0,0,0,10,10,15,15,20,20,25,30,25,30,35,25,*,*,0,245,90,305,*,0
NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",,,,,,535,535,270,265,0,0,535,0,0,44,28,1.4,1,63,0,0,0,0,0,0,*,0,0,10,10,10,20,15,25,50,55,70,75,75,60,45,15,*,380,221,535,0,0
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",,,,,,790,790,310,480,0,0,790,0,0,117,99,2.1,2,63,0,0,0,0,0,0,0,*,*,*,20,15,20,30,40,55,80,110,110,120,110,45,25,*,285,"1,038",790,10,0
NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",,,,,,"1,200","1,200",440,760,0,0,"1,200",0,0,61,47,1.8,2,54,0,0,0,0,0,0,0,*,*,45,60,80,75,95,100,110,115,120,105,110,110,50,10,0,895,553,"1,200",0,0
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",,,,,,"1,690","1,690",745,945,0,0,"1,690",0,0,64,55,1.9,2,70,0,0,0,0,0,0,0,0,0,*,10,15,20,40,40,80,100,175,215,265,315,260,130,25,"1,185",984,"1,690",*,0
NT245,"NUFFIELD HEALTH, YORK HOSPITAL",,,,,,"1,275","1,275",575,700,0,0,"1,275",0,0,82,63,1.8,2,62,0,0,0,0,0,0,0,0,*,20,20,35,40,35,70,95,135,185,190,185,170,60,30,*,590,"1,217","1,275",*,0
NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),,,,,,65,65,55,10,0,0,65,0,0,47,31,1.7,1,70,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,*,*,10,15,15,*,*,0,20,78,65,0,0
NVC12,OAKLANDS HOSPITAL,,,,,,"6,965","6,965","3,390","3,575",0,0,"6,965",0,0,137,97,2.4,2,52,0,0,0,0,0,0,0,10,20,200,385,555,570,630,560,700,845,780,610,470,370,165,65,10,"5,660","3,119","6,965",0,0
NVC13,OAKS HOSPITAL,,,,,,"3,745","3,745","1,470","2,275",0,0,"3,745",0,0,136,104,1.8,2,56,0,0,0,0,0,0,0,10,15,115,160,220,220,285,280,345,380,390,325,340,365,185,85,15,"3,540",382,"3,745",0,0
AVQ01,ONE ASHFORD HOSPITAL,,,,,,"1,335","1,335",665,670,0,0,"1,335",0,0,63,41,1.6,1,60,0,0,0,0,0,0,*,*,*,20,40,35,50,70,95,115,140,185,160,145,150,75,20,*,965,573,"1,335",0,0
AVQ03,ONE HATFIELD HOSPITAL,,,,,,605,605,255,350,0,0,605,0,0,72,56,1.3,1,61,0,0,0,0,0,0,0,0,*,*,10,15,25,35,40,70,80,75,55,60,70,55,10,*,490,144,605,0,0
NTX51,ONE HEALTH GROUP - BARLBOROUGH HOSPITAL,,,,,,510,510,245,265,0,0,510,0,0,91,81,4.8,4,58,0,0,0,0,0,0,0,0,0,*,15,25,30,30,35,40,65,80,70,50,50,15,*,0,475,181,510,0,0
NTX0J,ONE HEALTH GROUP - BRIGG - RIVERSIDE SURGERY,,,,,,555,555,225,330,0,0,555,0,0,185,142,,,57,0,0,0,0,0,0,0,0,*,*,10,20,35,35,45,75,75,70,55,55,45,25,*,0,555,0,555,0,0
O2X5R,ONE HEALTH GROUP - COVENTRY- THE MERIDEN HOPSITAL,,,,,,30,30,10,20,0,0,30,0,0,80,67,1.7,1,55,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,0,15,20,30,0,0
NTX24,ONE HEALTH GROUP - DONCASTER - DRG CLINIC,,,,,,150,150,65,85,0,0,150,0,0,307,139,,,56,0,0,0,0,0,0,0,0,0,*,*,10,10,20,15,15,15,20,15,*,15,10,*,*,150,0,150,0,0
Q8Q1U,ONE HEALTH GROUP - ELLAND HOSPITAL,,,,,,250,250,130,120,0,0,250,0,0,149,103,5.6,6,51,0,0,0,0,0,0,0,*,0,*,10,20,30,25,25,30,30,30,20,10,10,*,0,0,235,84,250,0,0
Y6P9X,ONE HEALTH GROUP - GRIMSBY - ST HUGHS HOSPITAL,,,,,,35,35,20,20,0,0,35,0,0,86,60,7.1,9,54,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,10,*,*,*,*,*,0,0,0,30,64,35,0,0
NTX19,ONE HEALTH GROUP - HUDDERSFIELD HOSPITAL,,,,,,275,275,130,145,0,0,275,0,0,121,109,2.5,1,52,0,0,0,0,0,0,0,*,0,10,15,20,25,25,25,25,35,30,15,25,15,10,*,0,225,117,275,0,0
NTX02,ONE HEALTH GROUP - LINCOLN - NORTH HYKEHAM HEALTH CENTRE,,,,,,*,*,0,*,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0,0
NTX06,ONE HEALTH GROUP - OSSETT - CHURCH STREET SURGERY,,,,,,305,305,145,155,0,0,305,0,0,325,273,9,9,57,0,0,0,0,0,0,0,0,*,*,*,20,15,25,20,45,45,40,35,20,30,*,*,0,305,9,305,0,0
NTX0B,ONE HEALTH GROUP - ROTHERHAM - KINVARA HOSPITAL,,,,,,875,875,310,565,0,0,875,0,0,99,78,3.8,3,52,0,0,0,0,0,0,0,0,*,45,45,70,75,75,80,80,70,105,85,65,55,15,*,0,775,383,875,0,0
NTX12,ONE HEALTH GROUP - SHEFFIELD - CLAREMONT,,,,,,265,265,135,130,0,0,265,0,0,60,55,2.1,2,52,0,0,0,0,0,0,0,*,*,10,15,25,25,25,20,25,25,30,25,20,20,*,*,0,90,370,265,0,0
NTX11,ONE HEALTH GROUP - SHEFFIELD - THORNBURY HOSPITAL,,,,,,"2,610","2,610","1,205","1,405",0,0,"2,610",0,0,95,78,3.5,2,56,0,0,0,0,0,0,0,*,10,45,95,125,175,195,195,295,315,350,280,230,200,85,20,0,"2,300","1,090","2,610",0,0
NTX03,ONE HEALTH GROUP - WAKEFIELD - BACK IN ACTION,,,,,,*,*,*,0,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,0,0,0
NNH05,OPTEGRA (BIRMINGHAM EYE HOSPITAL),,,,,,"3,690","3,690","1,530","2,160",0,0,0,"3,690",0,,,,,73,0,0,0,0,0,0,0,0,0,*,*,*,*,20,40,85,195,335,525,685,815,585,290,90,"3,690",0,"3,690",0,0
NNH04,OPTEGRA (MANCHESTER EYE HOSPITAL),,,,,,"13,775","13,775","5,445","8,330",0,0,0,"13,775",0,,,,,78,0,0,0,0,0,0,0,0,0,*,*,*,*,15,60,125,270,575,990,"2,050","3,160","2,920","2,310","1,280","13,775",0,"13,775",0,0
NNH06,OPTEGRA (SOLENT EYE HOSPITAL),,,,,,"5,330","5,330","2,100","3,230",0,0,0,"5,330",0,,,,,76,0,0,0,0,0,0,0,0,0,*,*,*,0,*,15,50,110,255,475,940,"1,555","1,175",595,145,"5,330",0,"5,330",0,0
NNH03,OPTEGRA (SURREY EYE HOSPITAL),,,,,,"6,025","6,025","2,440","3,585",0,0,0,"6,025",0,,,,,75,0,0,0,0,0,0,0,0,0,*,0,*,0,15,20,65,170,355,680,"1,155","1,620","1,215",595,130,"6,025",0,"6,025",0,0
W5J3G,OPTEGRA AT BREDBURY MEDICAL CENTRE (STOCKPORT),,,,,,*,*,*,*,0,0,0,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,0,0,0,*,*,5,0,0
G7R4R,OPTEGRA AT EASTLEIGH HEALTH CENTRE (EASTLEIGH),,,,,,*,*,0,*,0,0,0,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,0,0
W2B6F,OPTEGRA AT FAILSWORTH PRIMARY CARE CENTRE (OLDHAM),,,,,,10,10,*,*,0,0,0,10,0,,,,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,10,0,10,0,0
D0Y2J,OPTEGRA AT HAVANT HEALTH CENTRE (HAVANT),,,,,,*,*,*,*,0,0,0,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,*,5,0,0
E6I0U,OPTEGRA DIAGNOSTIC CLINIC - SALFORD,,,,,,*,*,0,*,0,0,0,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*,*,0,0,0
D9E5L,OPTEGRA EYE HOSPITAL BRIGHTON,,,,,,"5,725","5,725","2,310","3,415",0,0,0,"5,725",0,,,,,75,0,0,0,0,0,0,0,0,0,0,*,*,*,*,35,85,150,350,650,"1,000","1,565","1,140",595,135,"5,725",0,"5,725",0,0
M2O7D,OPTEGRA EYE HOSPITAL COLCHESTER,,,,,,"1,895","1,895",785,"1,110",0,0,0,"1,895",0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,25,65,135,175,390,580,345,150,25,"1,895",0,"1,895",0,0
A8L1O,OPTEGRA EYE HOSPITAL LEICESTER,,,,,,190,190,85,105,0,0,0,190,0,,,,,71,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,15,25,30,35,40,25,15,*,190,0,190,0,0
G3E7R,OPTEGRA EYE HOSPITAL MAIDSTONE,,,,,,"4,285","4,285","1,780","2,510",0,0,0,"4,285",0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,*,40,65,145,270,480,840,"1,110",875,375,80,"4,285",0,"4,285",0,0
E4K5T,OPTEGRA EYE HOSPITAL NEWCASTLE,,,,,,"2,545","2,545","1,040","1,505",0,0,0,"2,545",0,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,35,75,200,310,520,695,430,215,35,"2,545",0,"2,545",0,0
A6U7U,OPTEGRA EYE HOSPITAL NOTTINGHAM,,,,,,165,165,65,100,0,0,0,165,0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,15,30,45,35,15,*,165,0,165,0,0
A5E1F,OPTEGRA EYE HOSPITAL PRESTON,,,,,,590,590,235,355,0,0,0,590,0,,,,,74,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,20,10,55,90,90,145,120,40,10,590,0,590,0,0
Q6V1S,OPTEGRA EYE HOSPITAL SHEFFIELD,,,,,,735,735,330,410,0,0,0,735,0,,,,,74,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,30,55,90,145,195,140,55,*,735,0,735,0,0
B6Z0N,OPTEGRA EYE HOSPITAL UTTOXETER,,,,,,"1,440","1,440",565,875,0,0,0,"1,440",0,,,,,76,0,0,0,0,0,0,0,0,0,*,0,0,*,0,10,20,40,70,155,275,395,295,140,50,"1,440",0,"1,440",0,0
I7Q4A,OPTEGRA EYE HOSPITAL WEST LONDON,,,,,,"1,000","1,000",415,585,0,0,0,"1,000",0,,,,,72,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,25,45,100,175,265,180,125,55,15,"1,000",0,"1,000",0,0
A1S9E,OPTEGRA EYE HOSPITAL YORK,,,,,,"2,625","2,625","1,025","1,600",0,0,0,"2,625",0,,,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,30,70,115,265,475,750,530,295,90,"2,625",0,"2,625",0,0
NNH07,OPTEGRA LONDON EYE HOSPITAL,,,,,,"5,785","5,785","2,525","3,260",0,0,0,"5,785",0,,,,,71,0,0,0,0,0,0,0,0,0,0,*,*,10,20,65,150,345,680,"1,045","1,365","1,115",700,230,45,"5,785",0,"5,785",0,0
NNH02,OPTEGRA YORKSHIRE EYE HOSPITAL,,,,,,"3,500","3,500","1,510","1,990",0,0,0,"3,500",0,,,,,74,0,0,0,0,0,0,0,0,*,*,0,*,*,10,40,70,135,285,460,650,900,570,280,85,"3,500",0,"3,500",0,0
A9R4J,OPTIMAX - LEICESTER,,,,,,115,115,0,0,115,0,0,115,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115,0,0
R5J2A,OPTIMAX - NEWTON ABBOT,,,,,,335,335,0,0,335,0,0,335,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,335,0,0
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,,,,,,250,75,105,145,0,0,75,0,0,,,1.3,1,60,0,0,0,0,0,0,0,0,0,0,*,10,15,20,20,25,35,25,15,40,25,15,*,*,135,147,250,0,0
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,,,,,,"3,395","3,025","1,660","1,735",*,555,85,590,"1,790",,,107.4,49,62,0,0,0,25,25,40,40,30,30,165,145,170,165,155,145,135,185,150,200,190,295,365,365,370,0,"190,634","3,395",*,*
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,,,,"264,030","218,885","126,035","137,965",35,"99,835","89,125","10,595","19,335",82,27,3.6,1,53,"12,180","6,630","5,930","5,000","1,060","1,350","1,410","1,465","1,510","8,210","10,815","14,170","13,625","12,125","10,990","14,230","16,940","19,515","18,900","19,745","23,595","19,500","14,555","9,630","81,290","495,151","264,030","3,145","3,340"
RPG,OXLEAS NHS FOUNDATION TRUST,,,,,,"1,760","1,380","1,020",740,0,530,45,680,125,,,107,33,44,0,0,*,*,0,*,10,25,25,125,215,210,220,195,120,150,110,100,80,75,25,35,25,*,0,"131,208",*,*,0
NVC14,PARK HILL HOSPITAL,,,,,,"1,525","1,525",590,935,0,0,"1,525",0,0,76,53,1.8,2,62,0,0,0,0,0,0,0,*,*,15,15,25,70,60,65,140,190,245,210,225,170,55,35,*,870,"1,186","1,525",0,0
NT427,PARK HOSPITAL,,,,,,"6,360","6,360","2,585","3,775",0,0,"6,360",0,0,177,58,1.4,1,61,0,0,0,0,0,0,0,10,10,80,150,200,255,350,365,580,745,875,740,685,660,420,185,65,"4,930","1,984","6,360",80,0
NQT5H,PAULTON MEMORIAL HOSPITAL,,,,,,255,255,135,115,0,*,0,0,250,,,33.5,27,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,15,35,40,60,75,0,"8,445",255,0,*
NEQ01,PHOENIX HEALTH SOLUTIONS LIMITED,,,,,,"3,150","3,150","1,420","1,730",0,0,"3,150",0,0,27,17,3.5,2,59,0,0,0,0,0,0,*,15,*,70,110,175,180,200,185,240,295,340,315,375,350,185,100,15,"3,130",63,"3,150",0,0
R8J1V,PHOENIX HOSPITAL CHELMSFORD,,,,,,55,55,20,35,0,0,0,55,0,,,,,60,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,*,15,*,*,*,0,*,55,0,55,0,0
NVC15,PINEHILL HOSPITAL,,,,,,"3,465","3,465","1,620","1,845",0,0,"3,465",0,0,98,70,1.2,1,60,0,0,0,0,0,0,0,*,*,35,80,115,160,210,265,315,365,410,375,360,375,220,135,30,"2,810",819,"3,465",0,0
G1E1G,PIONEER HEALTHCARE - THE PINES HOSPITAL,,,,,,20,20,10,10,0,0,20,0,0,,,0,0,55,*,0,0,0,0,0,0,0,0,*,0,0,0,*,*,*,0,*,*,*,*,0,0,0,0,"30,985",20,20,0
NEY01,PIONEER HEALTHCARE LTD - CLAREMONT HOSPITAL,,,,,,255,255,105,150,0,0,255,0,0,,,0.5,0,53,0,0,0,0,0,0,0,0,0,*,15,10,25,30,20,30,30,30,20,15,15,10,*,0,0,"98,215",255,215,0
D3O0Z,PLYMOUTH NEWMEDICA LTD,,,,,,"3,325","3,325","1,360","1,965",0,0,0,"3,325",0,,,,,75,0,0,0,0,0,0,0,0,0,0,*,0,*,*,10,30,90,220,375,565,980,650,335,65,"3,325",0,"3,325",0,0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,,,,,,"203,530","158,580","90,820","108,335","4,375","71,395","49,745","25,480","11,960",95,43,4.5,1,58,"7,945","3,085","2,285","2,215",580,590,660,865,890,"5,225","7,190","9,125","8,365","7,765","7,160","9,810","12,965","15,640","16,065","16,970","22,890","18,775","15,430","10,560","66,080","424,012","203,530","1,030","1,790"
NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,,,,,,"3,780","3,245","1,745","2,035",0,0,"3,245",0,0,133,103,1.2,1,67,0,0,0,0,0,0,0,*,*,10,20,35,40,60,95,240,350,505,590,660,645,355,135,30,"1,775","2,489","3,780",0,0
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,,,,,,"13,165","11,365","5,865","7,300",*,0,"11,280",85,0,121,96,1.2,1,54,0,0,0,0,0,20,55,60,70,580,950,"1,065","1,035",990,785,930,"1,030","1,160","1,050","1,000","1,170",725,385,100,"11,885","1,598","13,165",10,0
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,,,,,,"7,055","6,275","3,030","4,020",0,0,"6,275",0,0,117,59,1.3,1,53,0,0,0,0,0,0,0,20,20,220,365,455,565,685,635,665,730,785,660,525,405,210,80,15,"6,320",939,"7,055",0,0
NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,,,,,,"6,135","4,900","2,760","3,375",0,0,"4,900",*,0,118,87,1.4,1,65,0,0,0,0,0,0,0,*,*,45,95,95,145,230,250,390,630,810,885,870,965,505,185,35,"3,670","3,343","6,135",35,0
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,,,,,,"8,270","6,895","3,680","4,590",0,0,"6,895",0,0,117,68,1.1,1,64,0,0,0,0,0,0,0,10,10,110,170,235,280,320,350,525,650,920,"1,035","1,180","1,325",765,295,80,"6,225","2,315","8,270",0,0
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,,,,,,"14,195","12,765","6,345","7,845",*,0,"12,765",0,0,170,154,1.6,1,52,0,0,0,0,0,10,45,80,70,590,"1,000","1,220","1,245","1,190","1,120","1,095","1,225","1,235","1,120","1,015","1,005",540,270,75,"13,005","1,911","14,195",0,0
M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,,,,,,55,55,30,25,0,0,55,0,0,33,34,1.2,1,60,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0,30,29,55,0,0
NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,,,,,,"2,515","1,950","1,030","1,485",0,0,"1,950",0,0,262,72,1,1,73,0,0,0,0,0,0,0,*,*,*,10,10,15,25,30,75,120,190,320,425,590,425,225,50,"2,515",2,"2,515",0,0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,,,,,,"6,770","5,705","3,155","3,610",*,0,"5,670",35,0,104,81,1.4,1,55,0,0,0,0,0,15,15,15,20,265,445,555,495,460,385,485,585,585,540,595,645,395,210,60,"6,625",199,"6,770",0,0
NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,,,,,,"6,730","4,900","2,995","3,735",0,0,"4,900",0,0,219,49,1.3,1,66,0,0,0,0,0,0,0,10,15,100,165,240,285,315,285,285,400,490,560,690,"1,190",970,520,205,"6,655",95,"6,730",0,0
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,,,,,,"9,080","7,150","4,415","4,665",*,0,"7,150",0,0,94,47,1,1,60,0,0,0,0,0,0,0,25,20,200,310,460,525,570,500,605,765,730,950,990,"1,195",770,375,85,"9,080",1,"9,080",0,0
NT428,PRINCESS MARGARET HOSPITAL,,,,,,410,410,210,200,0,0,410,0,0,64,28,1.9,2,52,0,0,0,0,0,0,0,*,*,15,30,25,40,30,25,35,50,55,25,35,30,10,*,0,340,138,410,*,0
NT429,PRIORY HOSPITAL,,,,,,"1,435","1,435",655,780,0,0,"1,435",0,0,142,90,2.5,2,55,0,0,0,0,0,0,0,0,*,35,55,85,110,90,120,145,165,180,165,115,100,45,20,*,925,"1,251","1,435",25,0
NAM01,PROBUS SURGICAL CENTRE,,,,,,"4,250","4,250","2,000","2,245",0,0,"4,250",0,0,79,68,2.5,1,72,0,0,0,0,0,0,0,*,*,*,15,40,55,75,65,135,205,310,405,650,"1,035",785,385,80,"4,235",32,"4,250",*,0
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,,,,,,"23,490","23,485","12,420","11,050",15,"6,815","16,030",620,20,87,67,1.2,0,53,*,410,540,965,230,260,240,205,180,905,"1,045","1,075","1,105","1,145","1,105","1,420","1,595","1,705","1,625","1,700","2,285","1,805","1,245",670,"13,510","11,990","23,490",235,*
NVC16,RENACRES HOSPITAL,,,,,,"6,660","6,660","2,860","3,800",0,0,"6,660",0,0,241,91,1.5,1,60,0,0,0,0,0,0,0,10,15,120,150,280,320,385,405,560,800,845,765,740,645,400,170,55,"5,790","1,333","6,660",0,0
NT430,RIDGEWAY HOSPITAL,,,,,,"1,485","1,485",660,825,0,0,"1,485",0,0,273,162,1,1,63,0,0,0,0,0,0,0,*,*,30,50,60,75,75,85,75,100,110,120,155,255,155,115,15,"1,455",30,"1,485",*,0
